name,website,vertical ,sub vertical,Descripcion / solución ,país ¿dónde se encuentra su principal sede de operaciones? ,ciudad/región ,Estadío actual ,Teléfono ,Mail ,LINKEDIN,INSTAGRAM ,FACEBOOK,X (twitter),Logo ,Founder/s,Founded,Modelo de Negocio,"DESTACADO/ BADGES ¿QUÉ LA HACE ESPECIAL?""",Funding total 2026,ETAPA DE MADUREZ ¿En qué momento del crecimiento está?,ÁREA INFLUENCIA: ¿qué alcance tiene su solución hoy?,"ESTADIO SOLUCIÓN (¿En qué nivel de madurez tecnológica se encuentra tu proyecto?)""",IMPACTO /SOCIOAMBIENTAL,RESULTADO / OUTCOME ¿QUÉ PASÓ CON LA EMPRESA?
Kinor Knowledge Networks,https://www.kinor.com/,,,,Israel,"Mitzpe Netofa, Israel",,,,,,,,N/A,,,,,,,,,,
Moment me,https://www.moment.me/,,,,Israel,"34 Nahmani, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
DeepCoding,https://deepcoding.ai/,,,,Israel,"Atrium Tower, Jabotinsky 2 18th floor, HaMa'ayan St 6, Ramat Gan, 5250501",,,,,,,,N/A,,,,,,,,,,
Lucid,https://www.lucidlogix.com/,,,,Israel,"Industrial Park, Kfar Netter, Israel",,,,,,,,N/A,,,,,,,,,,
inboundli,https://inbound.li/,,,,Israel,"1 Arvei Nahal Street, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/39b9b0d5-fed9-4320-93e7-095c231c6ac5/gallery/b592f6ea-b48e-4d9a-bbcc-9a28fbfed5ff.sd,,,,,,,,,,
SendnSpend,https://www.sendnspend.com/,,,,Israel,"31 31 Bilu Street, Tel Aviv , Israel",,,,,,,,N/A,,,,,,,,,,
InnoLap Surgical,https://www.misgav-venture.com/companies-in.asp?num=95,,,,Israel,"17 Tchelet, Karmiel, Israel",,,,,,,,N/A,,,,,,,,,,
eVigilo,https://www.evigilo.net/,,,,Israel,"2 Hamelacha , Netanya, Israel",,,,,,,,N/A,,,,,,,,,,
Spectoos,https://www.spectoos.com/,,,,Israel,"1 Hadarim, Sde Warburg, Israel",,,,,,,,https://media.mapme.com/places/1e677a0a-d125-4e81-a988-a9a8437ccd92/gallery/2d836f04-0319-4ecb-949d-0ac4c6adbc6c.sd,,,,,,,,,,
Fanwaze,https://www.fanwaze.com/,,,,Israel,"12 Alumot St, Omer, Israel",,,,,,,,N/A,,,,,,,,,,
Everflow,https://everflow.global/,,,,Israel,"Herzliya, Israel",,,,,,,,https://media.mapme.com/places/841ef6c2-f527-40b8-b951-2f29c55a96c2/gallery/d7adefdd-9ab0-4e83-bb69-874b7e4f7718.sd,,,,,,,,,,
inQuber,https://ww.inquber.com/,,,,Israel,"34 Mivza Moshe st, Ashqelon, Israel",,,,,,,,N/A,,,,,,,,,,
MyState,https://www.mystate.cool/,,,,Israel,"5 hazayit st., Kfar Tapuah, Israel",,,,,,,,https://media.mapme.com/places/eff3e1ca-3694-4b45-8be1-205995e3c8a2/gallery/7bc54a84-c801-46dd-a306-8812da911a72.sd,,,,,,,,,,
Replay Technologies,https://www.replay-technologies.com/,,,,Israel,"7 Habarzel Street, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/58bc1794-38a1-4832-ab9e-eab53afe40c7/gallery/f7562c8b-e3f3-4051-bf3e-351e4ec73a71.sd,,,,,,,,,,
SayVU,https://www.sayvu.com/,,,,Israel,"Sokolov Street 5, Herzliya, Israel",,,,,,,,https://media.mapme.com/places/ea24a301-389f-4c36-afe2-6eb36619a7ee/gallery/8a1e31b0-76f5-4377-8222-af31ecc51153.sd,,,,,,,,,,
Magnektik,https://www.magnektik.com/,,,,Israel,"Beniamini, Ramat HaSharon, Israel",,,,,,,,https://media.mapme.com/places/4acaaa20-0e63-47f7-991b-6310cbf81ebc/gallery/7bc1d4af-5b5e-46f6-beb7-8c00dfb8bad3.sd,,,,,,,,,,
DeepR,https://deeprweb.wordpress.com/,,,,Israel,"Rothschild Boulevard 65, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/8e77b0b8-2b39-4911-9627-fd2de6999dfa/gallery/f96abbbe-fa0b-41f6-9bfe-fcccd78be739.sd,,,,,,,,,,
Maxillent,https://www.maxillent.com/,,,,Israel,"85 Medinat Hayehudim, Herzliya, Israel",,,,,,,,N/A,,,,,,,,,,
Wayerz Solutions,https://www.wayerz.com/,,,,Israel,"Prof. Yehezkel Kaufmann Street 2, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/84fa2cde-8a64-4d3b-82fe-32eebe0c0f8a/gallery/b2e87fd5-d3d5-4729-bfb0-97987930fef7.sd,,,,,,,,,,
MobileMax,https://www.mobile-mx.com/,,,,Israel,"4 Maskit, Herzliya, Israel",,,,,,,,N/A,,,,,,,,,,
Smart Sleyed,https://www.smartsleyed.com/,,,,Israel,"Moreshet, Israel",,,,,,,,N/A,,,,,,,,,,
ActivePath,https://www.activepath.com/,,,,Israel,"Leshem, Petah Tikva, Israel",,,,,,,,N/A,,,,,,,,,,
Kilometer.io,https://www.kilometer.io/,,,,Israel,"27 Maskit, Herzliya, Israel",,,,,,,,https://media.mapme.com/places/f07cb3a9-2913-4ba1-8659-0a99776a009b/gallery/150bc10b-8793-40d5-a89f-f1803573f20e.sd,,,,,,,,,,
TAKO,https://www.tako.com/,,,,Israel,"46107 POB.797, Herzliya, Israel",,,,,,,,https://media.mapme.com/places/1d1cc29c-10c5-40a9-9ce6-32229e5895c3/gallery/44efe644-d335-4bd9-a595-611a9f863d10.sd,,,,,,,,,,
Codefresh,https://codefresh.io/,,,,Israel,"Ramat Gan, Israel",,,,,,,,https://media.mapme.com/places/7a19b87e-6ba3-441e-9564-f0293a66882d/gallery/2fb63327-426d-45bb-98a0-45f5e68bd0d4.sd,,,,,,,,,,
Eco Campus,https://www.ecocamp.us/,,,,Israel,"22 Rehovot HaNahar, Ramat Gan, Israel",,,,,,,,N/A,,,,,,,,,,
Maxtech Networks,https://www.maxtechnetworks.com/,,,,Israel,"2 Haprat, Yavne, Israel",,,,,,,,N/A,,,,,,,,,,
bitJob,https://bitjob.io/,,,,Israel,"Elifelet St 26, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/8393dcd5-c3fe-4ea8-a6f7-204e2634fefb/gallery/253a6fca-6c0f-4649-90aa-77d3f38065dd.sd,,,,,,,,,,
Kilometer.io,https://www.kilometer.io/,,,,Israel,"Herzliya Pituach, Herzliya, Israel,Maskit 27",,,,,,,,N/A,,,,,,,,,,
GeoSpotX,https://www.geospotx.com/,,,,Israel,"38 Bnei Dan, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Cytegic,https://www.cytegic.com/,,,,Israel,"39 Shaul Hemelech, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/1ad0af79-748c-41e4-a4cf-0e9163802ff1/gallery/fa516fda-456c-4743-87fa-f06f8200707e.sd,,,,,,,,,,
Magdent,https://www.magdent.co/,,,,Israel,"4 Bezalel, Ramat Gan, Israel",,,,,,,,N/A,,,,,,,,,,
SolarEdge Technologies,https://www.solaredge.com/,,,,Israel,"2 HaMasger, Hod HaSharon, Israel",,,,,,,,N/A,,,,,,,,,,
DReino Unidoe Robotic Systems,https://www.dReino Unidoeroboticsys.com/,,,,Israel,"Etgar 1, Tirat Karmel, Israel",,,,,,,,https://media.mapme.com/places/98b69529-b645-4bbc-b431-37c268c23493/gallery/0f7ea421-4c8a-4662-b130-941b1c6b91c7.sd,,,,,,,,,,
Car Adviser,https://www.caradviser.io/,,,,Israel,"Rehov HaKalir, Netanya, Israel",,,,,,,,https://media.mapme.com/places/a16431dd-0623-4976-87eb-600667b1e3cd/gallery/06ca3a83-5371-4fbd-a476-88fc5397a02e.sd,,,,,,,,,,
Joggify,https://www.joggify.com/,,,,Israel,"24 Lipsky, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/17145e33-cfde-4b03-9a75-33c3c3f3cc50/gallery/4294ed7d-02a0-4ef8-97ba-52ab8843f363.sd,,,,,,,,,,
VoiceItt,https://www.voiceitt.com/,,,,Israel,"Dov Friedman Street 2, Ramat Gan, Israel",,,,,,,,https://media.mapme.com/places/16167aa2-434c-47c6-86e6-3a125a75a02e/gallery/aadee919-9161-40aa-ac4c-02773939d76c.sd,,,,,,,,,,
Datorama,https://www.datorama.com/,,,,Israel,"HaBarzel 34, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/72fc5f8b-7e15-424f-a13e-6b1dc155e87d/gallery/0520ee79-d6ee-4284-a066-cbe9594ed400.sd,,,,,,,,,,
Weepo,https://www.weepo.net/,,,,Israel,"22 Simhat cohen, Jerusalem, Israel",,,,,,,,N/A,,,,,,,,,,
SeatID,https://www.seatid.com/,,,,Israel,"1 Hanagar, Hod Hasharon, Israel",,,,,,,,https://media.mapme.com/places/d199039d-eda1-48ac-b10f-995d66456c37/gallery/b5058743-d370-4175-9c36-574c7a525c0a.sd,,,,,,,,,,
BreezoMeter,https://www.breezometer.com/,,,,Israel,"HaMeginim Ave 35, Haifa, Israel",,,,,,,,https://media.mapme.com/places/dd194450-82a3-4e2c-8f15-5bcf9b724fcb/gallery/b8a5353a-cb22-4b34-80d1-01ed1de3a03c.sd,,,,,,,,,,
Aquarius Spectrum,https://www.aquarius-spectrum.com/,,,,Israel,"8 Zoran, Netanya, Israel",,,,,,,,N/A,,,,,,,,,,
Logz.io,https://logz.io/,,,,Israel,"Kaf Gimel Yordei ha-Sira St 1, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/644452a6-c757-4e25-9c6b-0cb07c0e6265/gallery/d673e2d7-c089-4d65-a317-3553caef9b10.sd,,,,,,,,,,
MobileSpaces,https://mobilespaces.com/,,,,Israel,"7 Motta Gur, Petah Tikva, Israel",,,,,,,,N/A,,,,,,,,,,
Valseer,https://www.valseer.com/,,,,Israel,"HaShalom Road 7, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/d362be18-f8b7-45b0-869d-ef324a4e0e94/gallery/2f1b4506-f1b3-48e3-9307-d01fd147b430.sd,,,,,,,,,,
Stagee,https://www.stagee.com/,,,,Israel,"8 Hashiloach, Petah Tikva, Israel",,,,,,,,N/A,,,,,,,,,,
iOnRoad,https://www.ionroad.com/,,,,Israel,"155 Bialik, Ramat-Gan, Israel",,,,,,,,N/A,,,,,,,,,,
Covertix,https://www.covertix.com/,,,,Israel,"2 HaNagar, Kfar Sava, Israel",,,,,,,,N/A,,,,,,,,,,
GradTrain,https://www.gradtrain.com/,,,,Israel,"24 Derech Chevron, Jerusalem, Israel",,,,,,,,https://media.mapme.com/places/ea77b809-a9fa-48e4-a6a5-bc34ea517fc5/gallery/a160b27a-9858-4d5f-b570-a107cea7f770.sd,,,,,,,,,,
Soundudes,https://soundudes.io/,,,,Israel,"4 Reuven Rubin, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/afc50113-806b-4426-a3ee-6c7670d56b7e/gallery/11b57483-0f9b-422f-8e7a-22958dc0cbce.sd,,,,,,,,,,
DiViNetworks,https://www.divinetworks.com/,,,,Israel,"98 Yigal Alon, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/fe6fde35-b660-4ec4-a2b2-b2a8b01d843d/gallery/032805db-cdd0-46aa-b9a4-f5f35a75e8b0.sd,,,,,,,,,,
Lets!,https://openlets.org/,,,,Israel,"20 Toval, Ramat Gan, Israel",,,,,,,,https://media.mapme.com/places/59c147b2-3b8e-4524-95ab-c8976dbfc49f/gallery/c9d815ff-534d-4392-8a63-3dbab8020eef.sd,,,,,,,,,,
Appenue,https://www.appenue.com/,,,,Israel,"Hibat Tsiyon Street, Ramat Gan, Israel",,,,,,,,https://media.mapme.com/places/f8d59759-8569-4e35-8a78-f1d75eb8515f/gallery/86afc668-5d17-459b-8344-1831d58843f1.sd,,,,,,,,,,
TUNE,https://www.tune.com/careers/,,,,Israel,"7 Nachal Ayalon, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/c5441f41-4331-42e6-a95d-cbb05fb2b4ed/gallery/82bf186c-bc9e-491f-b5e5-e26cd3c647b5.sd,,,,,,,,,,
XM Cyber,https://xmcyber.com/,,,,Israel,"Galgalei ha-Plada St 11, Hertsliya",,,,,,,,https://media.mapme.com/places/97461d37-e85c-4c0b-af53-85a311faf98d/gallery/12ebcf2b-0951-446a-be4b-d82bb8b0d6cf.sd,,,,,,,,,,
Meekan,https://www.meekan.com/,,,,Israel,"124 Ibn Gvirol St, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/35c409ca-3399-4b86-b758-64409e193ee5/gallery/fa3b645d-258f-41e1-9068-6a7307c96832.sd,,,,,,,,,,
Spot IM,https://www.spot.im/,,,,Israel,"19 Rothschild devops.co.il, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Tweezar,https://www.tweezar.com/,,,,Israel,"HaYetsira Street 24, Ramat Gan, Israel",,,,,,,,https://media.mapme.com/places/67f3dac8-4ac3-416a-8c3d-bdeb609a5f4f/gallery/ec1e2fa2-1044-4111-b120-784641d775ff.sd,,,,,,,,,,
MetalCompass,https://www.metalcompass.com/,,,,Israel,"125 HaNasi, Haifa, Israel",,,,,,,,N/A,,,,,,,,,,
Ringya,https://www.ringya.com/,,,,Israel,"37 Berdyczewski, Givatayim, Israel",,,,,,,,N/A,,,,,,,,,,
YouLicense,https://www.youlicense.com/,,,,Israel,"5 Ishtori HaParhi, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Totango,https://www.totango.com/,,,,Israel,"125 Derech Menachem Begin, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/704e2e12-2c5c-4fa4-8da4-3ab3dc5b9038/gallery/8875c9c1-4eef-43ea-ad29-a907101715a5.sd,,,,,,,,,,
Colu,https://colu.co/,,,,Israel,"Har Sinai 5, תל אביב יפו, ישראל",,,,,,,,https://media.mapme.com/places/755271bd-331b-4fee-aaeb-3ebe71854de4/gallery/08c6a984-8927-45ad-958c-513a98b4ae50.sd,,,,,,,,,,
Implisit,https://www.implisit.com/,,,,Israel,"35 Yehudit, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Comparaboo,https://www.comparaboo.com/,,,,Israel,"Har Sinai 2, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/7c0e281d-a104-46bc-a3a3-d38f48ac6132/gallery/7488cb84-353d-4a8a-a2b8-387be700f526.sd,,,,,,,,,,
Gingee Games,https://www.gingeegames.com/,,,,Israel,"2 habarzel, tel aviv , Israel",,,,,,,,N/A,,,,,,,,,,
Cequesta Water,https://www.cequesta.com/,,,,Israel,"3 Habrosh 3, GAN YAVNE, Israel",,,,,,,,N/A,,,,,,,,,,
The 6th Sense - social enterprises Ltd,https://www.accessapp.info/,,,,Israel,"2 Rehov haNagar, Eilat, Israel",,,,,,,,https://media.mapme.com/places/51960b04-22bf-49af-b8b3-b3b47df624f1/gallery/317b919c-bf1e-47c1-bb31-9bf325633982.sd,,,,,,,,,,
otonomic,https://www.otonomic.com/,,,,Israel,"22 SEADIA GAON, TEL AVIV, Israel",,,,,,,,https://media.mapme.com/places/c5468918-f8b9-4693-9947-57ae03fc3c92/gallery/91fa33f9-c318-4c7e-90c1-7b18138cdacd.sd,,,,,,,,,,
sweetCaptcha,https://www.sweetcaptcha.com/,,,,Israel,"9 stein, tel-aviv, Israel",,,,,,,,https://media.mapme.com/places/c2f64230-a3e5-4d04-8052-f571eb2baeac/gallery/fbbf534b-1648-46b5-a24a-6a17deb457e8.sd,,,,,,,,,,
Doctome,https://www.doctome.co/,,,,Israel,"28 Hayetzira, Ramat Gan, Israel",,,,,,,,N/A,,,,,,,,,,
BlogsRelease,https://www.blogsrelease.com/,,,,Israel,"7 Hamasger, Netanya, Israel",,,,,,,,N/A,,,,,,,,,,
Lucy Platforms,https://lucyplatforms.com/,,,,Israel,"Ramat Gan, Israel",,,,,,,,N/A,,,,,,,,,,
Bnadiv,https://bnadiv.org.il/,,,,Israel,הנגר 8 כפר סבא,,,,,,,,N/A,,,,,,,,,,
Tooveo,https://tooveo.com/,,,,Israel,"16 Kibutz galoyot, Holon, Israel",,,,,,,,N/A,,,,,,,,,,
Nuvo Group,https://www.nuvo-group.com/,,,,Israel,"Modiin, Modiin, Israel",,,,,,,,N/A,,,,,,,,,,
woosh Water Systems,https://www.wooshwater.com/,,,,Israel,"8 Martin Gehl, Petach Tikva, Israel",,,,,,,,N/A,,,,,,,,,,
Applause,https://www.applause.com/,,,,Israel,"Galgalei HaPlada 11, Herzliya, Israel",,,,,,,,https://media.mapme.com/places/705eeb6a-6971-4afd-905d-4380ca8df1ba/gallery/c7d1e44e-c02b-4b33-84c5-6a0afafc46ca.sd,,,,,,,,,,
40 Cloud,https://40cloud.com/,,,,Israel,"HaHarash 4, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/b6441354-028e-4f4c-9f3c-4fd9102a27fa/gallery/756e3195-7f6a-4eb0-bb5d-0161ce378033.sd,,,,,,,,,,
Seraphim Sense,https://www.angelsensor.com/,,,,Israel,"HaAlon 29, Nordia, Israel",,,,,,,,https://media.mapme.com/places/8a5b5d36-9282-416c-acae-fe5794b95b93/gallery/97345fa8-e20a-4a0a-a39f-d642267dcbfd.sd,,,,,,,,,,
Meetey,https://www.meetey.com/,,,,Israel,"72 Weizman, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
VSTORY,https://vstory.com/,,,,Israel,"8 Naftali, Neve Ative, Israel",,,,,,,,N/A,,,,,,,,,,
WOO,https://woo.io/#/,,,,Israel,"Maskit 15, Herzliya, Israel",,,,,,,,https://media.mapme.com/places/27480e45-ca41-4c47-9fee-86d808f78afe/gallery/0a4be28d-55e0-481b-82f7-1ecbde90e5ad.sd,,,,,,,,,,
Rezilient,https://rezilient.co/,,,,Israel,Ramat Hasharon,,,,,,,,N/A,,,,,,,,,,
Widdit,https://www.widdit.com/,,,,Israel,"12 Ben Gurion, Ramat Gan, Israel",,,,,,,,N/A,,,,,,,,,,
Dragonplay,https://www.dragonplay.com/,,,,Israel,"26 Ben Avigdor st., Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/2002639d-2cef-46fe-bbb8-88f5e0b338b6/gallery/02d985ac-fe1d-4c1b-a341-24983506d66f.sd,,,,,,,,,,
TUNE,https://www.tune.com/,,,,Israel,"Nahal Ayalon Street, Tel Aviv-Yafo, Israel",,,,,,,,N/A,,,,,,,,,,
TvTak,https://tvtak.com/,,,,Israel,"Omer, Israel",,,,,,,,N/A,,,,,,,,,,
ZoZa Tree,https://www.zozatree.com/,,,,Israel,"13 Beit Oved, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Como,https://www.como.com/,,,,Israel,"2 Ilan Ramon, Ness Ziona, Israel",,,,,,,,https://media.mapme.com/places/65ac9878-17ed-4bee-8271-a9caa4fa78a6/gallery/898e5be8-277c-4698-a3dc-59ad5a385a0d.sd,,,,,,,,,,
Insightera,https://insightera.com/,,,,Israel,"24 Imber, Petah Tikva, Israel",,,,,,,,N/A,,,,,,,,,,
TokenAds,https://www.tokenads.com/,,,,Israel,"9 Ehad haam, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Skybox,https://www.skybox.com/,,,,Israel,"Herzliya, Israel",,,,,,,,N/A,,,,,,,,,,
MST,https://www.mst.com/,,,,Israel,"Yokneam Ilit, Israel",,,,,,,,N/A,,,,,,,,,,
Atrenity,https://www.aternity.com/,,,,Israel,"1 HaNagar, Kfar Saba, Israel",,,,,,,,N/A,,,,,,,,,,
VisionMap,https://www.visionmap.com/,,,,Israel,"7 Derech Menachem Begin, Ramat Gan, Israel",,,,,,,,N/A,,,,,,,,,,
WorldClass,https://worldclass.io/,,,,Israel,"4 Eliyahu Bachur, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Tellavista,https://www.tellavista.com/,,,,Israel,"39 Levinski, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
TradAir,https://www.tradair.com/,,,,Israel,"19 HaBarzel, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Velostrata,https://velostrata.com/,,,,Israel,"HaMelacha 5, Netanya, Israel",,,,,,,,https://media.mapme.com/places/125dae01-fdcc-4d0d-ae3d-91f8e5f6c239/gallery/117229f7-98bd-4f34-85e3-05600caf3565.sd,,,,,,,,,,
FirstImpression.io,https://www.firstimpression.io/,,,,Israel,"Dubnov 7, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/b6dd20a6-7763-4e35-8363-ae407e5fd621/gallery/54e3a392-b97a-4b18-ac96-e15fabb3d8d7.sd,,,,,,,,,,
Cellwize,https://www.cellwize.com/,,,,Israel,"21 Habarzel, Tel-Aviv, Israel",,,,,,,,https://media.mapme.com/places/5fcef1f5-a6f4-4a90-885e-ca44f2810b67/gallery/5761ffa6-1fa1-42fb-8bb0-09fd8faee242.sd,,,,,,,,,,
PLYmedia,https://www.plymedia.com/,,,,Israel,"Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
BiondVax Pharmaceuticals,https://www.biondvax.com/,,,,Israel,"Einstein Street 14, Ness Ziona, Israel",,,,,,,,https://media.mapme.com/places/6e372542-a9ee-4acb-97bf-c1e8da97c879/gallery/e4476069-9727-404f-a28b-674ba37f4cf5.sd,,,,,,,,,,
Tersus,https://www.tersus.com/,,,,Israel,"16 Sderot Abba Eban, Herzliya, Israel",,,,,,,,N/A,,,,,,,,,,
EyeCue,https://www.eyecue-tech.com/,,,,Israel,"Yokneam, Israel",,,,,,,,N/A,,,,,,,,,,
BigPanda,https://www.bigpanda.io/,,,,Israel,"Seadya Gaon 24, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/7a240a86-188e-4715-88f1-fbf1c6f6027c/gallery/d8e81f91-74c5-4a98-8d79-fbe2b89fec47.sd,,,,,,,,,,
Seculert,https://www.seculert.com/,,,,Israel,"6 Efal, Petah Tikva, Israel",,,,,,,,N/A,,,,,,,,,,
Dreame,https://www.dreame.me/,,,,Israel,"13 Burla, tel aviv, Israel",,,,,,,,N/A,,,,,,,,,,
D-ID,https://www.d-id.com/,,,,Israel,"Ya'el 3, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/ffdddf3a-ff94-469c-84c7-f14426741566/gallery/8f615263-0b05-43f8-a1e3-1bd34a308309.sd,,,,,,,,,,
MBA2GO,https://www.mba2go.com/,,,,Israel,"5 Ben Yehuda 166 , Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
Endobetix,https://www.endobetix.com/,,,,Israel,"17 Tchelet, Karmiel, Israel",,,,,,,,N/A,,,,,,,,,,
Reblaze,https://www.reblaze.com/,,,,Israel,"1 Sapir, Herzliya, Israel",,,,,,,,https://media.mapme.com/places/52308cc6-59ca-415d-b6fa-8317b988e898/gallery/b15753ec-c2d7-4066-addd-c5661e6541ee.sd,,,,,,,,,,
Clk.im,https://clk.im/,,,,Israel,Har Adar,,,,,,,,https://media.mapme.com/places/00d34bc9-8989-444a-b2dc-e02eb0ed6b07/gallery/3f0578d4-7229-4913-bd2d-6b49894fcc43.sd,,,,,,,,,,
BioData,https://www.biodata.com/,,,,Israel,"1 HaAvoda, Rosh HaAyin, Israel",,,,,,,,N/A,,,,,,,,,,
Sekindo - Universal McCann,https://www.sekindo.com/,,,,Israel,"Raoul Wallenberg Street 2a, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/fec70814-29e2-45f4-9292-e7fa14413895/gallery/cdade4c7-bfd5-4e79-8e60-692f8a720d7c.sd,,,,,,,,,,
BlazeMeter,https://blazemeter.com/,,,,Israel,"HaUmanim 14, Tel Aviv, Israel",,,,,,,,https://media.mapme.com/places/9f26abf9-93c7-4a97-8571-82618af07c1d/gallery/0bc54f65-0759-432c-b7e6-d58a8b87a58b.sd,,,,,,,,,,
IQP Corporation,https://www.iqp-iot.com/,,,,Israel,"15 Zaksenberg Tower, Abba Hillel , Ramat Gan, Israel",,,,,,,,https://media.mapme.com/places/bcd60a1e-5cba-40e5-af53-232a3fa6c09a/gallery/f701cedd-0f3f-4251-a3ca-9043ade5b10d.sd,,,,,,,,,,
Primary Data,https://www.primarydata.com/,,,,Israel,"8 Hamanofim, Herzilya, Israel",,,,,,,,N/A,,,,,,,,,,
Fly Money,https://www.flymoney.co/,,,,Israel,"Ben Shemen 6, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/6e8a9b9b-68b4-4c29-88a4-5daba18e5374/gallery/8589dc84-a305-456b-b7f2-077013b954e9.sd,,,,,,,,,,
QleeQ,https://www.qleeq.com/,,,,Israel,"David Yellin, Jerusalem, Israel",,,,,,,,N/A,,,,,,,,,,
C-True Face Recognition,https://www.ctrueltd.com/,,,,Israel,"2 Yehiel Drezner, Petah Tikva, Israel",,,,,,,,N/A,,,,,,,,,,
wit-me,https://www.wit-me.com/,,,,Israel,"209 Wingate, Herzliya, Israel",,,,,,,,N/A,,,,,,,,,,
Binpress,https://www.binpress.com/,,,,Israel,"75 Yehuda Halevy, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
VEESTARS,https://www.veestars.com/,,,,Israel,"19 Migdal Halevanon, Modiin, Israel",,,,,,,,https://media.mapme.com/places/cdfd820a-c44d-4c93-bfac-401eafade8e9/gallery/71941e30-869b-475f-adea-209352d68721.sd,,,,,,,,,,
Kampyle,https://www.kampyle.com/,,,,Israel,"7 Derech Menachem Begin, Ramat Gan, Israel",,,,,,,,N/A,,,,,,,,,,
ARTsys360,https://www.artsys360.com/,,,,Israel,"40 Hannah Rovina , Rishon LeTsiyon, Israel",,,,,,,,https://media.mapme.com/places/28bc3fe1-22a2-447d-9323-c796276c68ae/gallery/20a5394b-d40a-4b0b-9bf9-1fa0e1f4253f.sd,,,,,,,,,,
ReThink Pharmaceutical Technologies,https://www.rethinkpharmaceuticals.com/,,,,Israel,"Aluf Kalman Magen 3, Tel Aviv-Yafo, Israel",,,,,,,,https://media.mapme.com/places/8850d966-77f8-4db8-b02e-148a1853ab3e/gallery/c176da64-0536-4e60-87b0-3accfb067f3a.sd,,,,,,,,,,
Eye Shop Direct,https://www.eyeshop-direct.com/,,,,Israel,Margolin 19 Rishon Lezion,,,,,,,,N/A,,,,,,,,,,
Geltbox,https://geltbox.com/,,,,Israel,"Kfar Saba, Israel",,,,,,,,https://media.mapme.com/places/10f131d0-3afb-4a2d-b2dc-53d3bd086bd9/gallery/0ff2b994-ac44-4703-a024-0aadedb2b332.sd,,,,,,,,,,
Expango - Tripopotamus,https://tripopotamus.com/,,,,Israel,"Petah Tikva, Israel",,,,,,,,https://media.mapme.com/places/cbe38278-16a2-4cea-9fb6-5cb49fa0c8cf/gallery/0a2d367f-fde3-43f5-80ed-dd74c46d51bb.sd,,,,,,,,,,
Visualead,https://www.visualead.com/,,,,Israel,"Galgalei HaPlada St 20, Herzliya, Israel",,,,,,,,https://media.mapme.com/places/a42e9d4f-e7cf-4b49-abad-e839f43c9e99/gallery/94976a5f-a681-421e-91c6-12c9cfee0413.sd,,,,,,,,,,
Sendemo LLC,https://app.sendemo.net/,,,,Israel,Hapalmach 6 Kfar Tavor,,,,,,,,https://media.mapme.com/places/734426f2-59bd-4921-9f4b-38815167924e/gallery/436dbf4b-009c-43c2-8b42-0bcec2d8a7d3.sd,,,,,,,,,,
Mixtiles,https://mixtiles.com/,,,,Israel,"23 Melchett, Tel Aviv, Israel",,,,,,,,N/A,,,,,,,,,,
